ano,periodo,Centro,Faculdade/ Escola,curso,nivel,QTD-ingressante
1979,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,58
1979,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,44
2020,1,,,Dança,Mestrado,16
1980,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,47
2020,1,,,Dentística,Especialização,4
2020,1,,,Dermatologia,Especialização,9
1980,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,44
2020,1,,,Desportos de Campo e de Quadra,Especialização,28
1981,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,48
2020,1,,,Direito,Mestrado,30
2020,1,,,Ecologia,Doutorado,10
2020,1,,,Ecologia,Mestrado,12
2020,1,,,Economia da Indústria e da Tecnologia,Mestrado,26
2020,1,,,Economia Política Internacional,Doutorado,9
2020,1,,,Economia Política Internacional,Mestrado,15
2020,1,,,Educação,Doutorado,35
2020,1,,,Educação em Ciências e Saúde,Mestrado,14
2020,1,,,Educação FÍsica,Doutorado,15
1981,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,52
2020,1,,,Educação FÍsica,Mestrado,24
2020,1,,,"Educação,Gestão e Difusão em Biociências",Mestrado Profissional,15
2020,1,,,Endodontia,Especialização,3
2020,1,Centro de Ciências da Saúde (CCS),Escola de Enfermagem Anna Nery ,Enfermagem,Doutorado,9
1982,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,52
2020,1,Centro de Ciências da Saúde (CCS),Escola de Enfermagem Anna Nery ,Enfermagem,Mestrado,14
1982,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,46
1983,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,50
1983,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,42
1984,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,60
1984,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,41
2020,1,,,Engenharia Ambiental,Mestrado Profissional,37
2020,1,,,Engenharia Biomédica,Doutorado,3
2020,1,,,Engenharia Biomédica,Mestrado,18
2020,1,,,Engenharia Civil,Doutorado,28
1985,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,41
2020,1,,,Engenharia Civil,Mestrado,93
2020,1,,,Engenharia da Nanotecnologia,Mestrado,9
1985,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,42
1986,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,51
1986,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,44
1987,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,44
1987,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,41
1988,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,19
2020,1,,,Engenharia de Processos Químic. e Bioquímicos,Doutorado,21
2020,1,,,Engenharia de Processos Químic. e Bioquímicos,Mestrado,39
2020,1,,,Engenharia de Produção,Doutorado,24
1988,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,2
2020,1,,,Engenharia de Produção,Mestrado,20
2020,1,,,Engenharia de Sistemas e Computação,Doutorado,12
2020,1,,,Engenharia de Sistemas e Computação,Mestrado,31
2020,1,,,Engenharia de Transportes,Doutorado,3
2020,1,,,Engenharia de Transportes,Mestrado,15
2020,1,,,Engenharia Elétrica,Doutorado,13
1989,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,21
2020,1,,,Engenharia Elétrica,Mestrado,32
1990,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,51
1990,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,46
2020,1,,,Engenharia Mecânica,Doutorado,12
1991,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,63
2020,1,,,Engenharia Mecânica,Mestrado,37
1991,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,66
2020,1,,,Engenharia Metalúrgica e de Materiais,Doutorado,12
2020,1,,,Engenharia Metalúrgica e de Materiais,Mestrado,16
1992,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,79
2020,1,,,Engenharia Nuclear,Doutorado,15
1992,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,73
2020,1,,,Engenharia Nuclear,Mestrado,17
2020,1,,,Engenharia Oceânica,Doutorado,8
2020,1,,,Engenharia Oceânica,Mestrado,26
2020,1,,,Engenharia Química,Doutorado,16
1993,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,73
2020,1,,,Engenharia Química,Mestrado,28
2020,1,,,Engenharia Urbana,Mestrado Profissional,25
2020,1,,,Ensino de Biologia,Mestrado Profissional,50
2020,1,,,Ensino de Física,Mestrado Profissional,13
2020,1,,,Ensino de Física - Macaé,Mestrado Profissional,10
2020,1,,,Ensino de História,Mestrado Profissional,20
2020,1,,,Ensino de Matemática,Doutorado,1
2020,1,,,Ensino de Matemática,Especialização,15
2020,1,,,Ensino de Matemática,Mestrado,17
2020,1,,,Ensino de Química,Especialização,34
2020,1,,,Ensino de Química,Mestrado Profissional,11
2020,1,,,Ensino e História da Matemática e da Física,Doutorado,14
2020,1,,,Estatística,Doutorado,2
1993,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,116
2020,1,,,Estatística,Mestrado,9
2020,1,,,Estudos Japoneses,Especialização,7
1994,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,83
1994,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,92
2020,1,,,Farmacologia  e Química Medicinal,Mestrado,3
2020,1,,,Farmacologia e Química Medicinal,Doutorado,2
2020,1,,,Filosofia,Doutorado,25
2020,1,,,Filosofia,Mestrado,13
1995,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,72
2020,1,,,Física,Doutorado,12
1995,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,61
2020,1,,,Fisica,Mestrado,12
1996,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,75
1996,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,78
2020,1,,,Fitoterapia Aplicada à Nutrição Clínica,Especialização,2
1997,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,78
2020,1,,,Formação para a Pesquisa Biomédica,Mestrado Profissional,3
1997,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,74
2020,1,,,Geociências-Patrimônio Geopaleontológico,Mestrado,11
2020,1,,,Geografia,Doutorado,20
1998,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,78
2020,1,,,Geografia,Mestrado,30
2020,1,,,Geologia,Doutorado,14
1998,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,75
2020,1,,,Geologia,Mestrado,29
1999,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,75
1999,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,76
2020,1,,,História Comparada,Doutorado,12
2020,1,,,História Comparada,Mestrado,14
2000,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,76
2020,1,,,História Social,Doutorado,18
2020,1,,,História Social,Mestrado,29
2020,1,,,Imunologia Clínica,Especialização,2
2020,1,,,Imunologia e Inflamação,Mestrado,1
2020,1,,,Informática,Doutorado,14
2020,1,,,Informática,Mestrado,20
2020,1,,,Interdisciplinar de Lingüística Aplicada,Doutorado,15
2020,1,,,Interdisciplinar de Lingüística Aplicada,Mestrado,21
2000,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,77
2020,1,,,Letras (Ciência da Literatura),Doutorado,15
2020,1,,,Letras (Ciência da Literatura),Mestrado,15
2020,1,,,Letras (Letras Clássicas),Doutorado,8
2020,1,,,Letras (Letras Clássicas),Mestrado,9
2020,1,,,Letras (Letras Vernáculas),Doutorado,13
2020,1,,,Letras (Letras Vernáculas),Mestrado,26
2001,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,76
2020,1,,,Letras Neolatinas,Doutorado,15
2020,1,,,Letras Neolatinas,Mestrado,8
2001,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,76
2002,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,80
2002,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,78
2003,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,77
2003,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,83
2004,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,83
2004,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,92
2005,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,88
2005,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,80
2006,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,82
2006,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,83
2007,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,88
2007,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,81
2008,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,104
2008,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,97
2009,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,108
2009,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,99
2010,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,95
2010,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,103
2011,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,151
2011,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,92
2012,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,97
2012,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,91
2013,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,118
2013,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,96
2014,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,101
2014,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,92
2015,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,97
2015,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,96
2016,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,95
2016,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,92
2017,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,94
2017,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,99
2018,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,95
2018,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,94
2019,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,99
2019,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,92
2020,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,81
1971,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),"Tapecaria, Tecelagem e Estamparia",Graduação,1
1977,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),"Tapecaria, Tecelagem e Estamparia",Graduação,1
1977,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),"Tapecaria, Tecelagem e Estamparia",Graduação,1
2010,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,5
2010,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,9
2020,1,,,Lingüística,Doutorado,14
2020,1,,,Linguística,Mestrado,16
2020,1,,,Literatura Infantil e Juvenil,Especialização,26
2020,1,,,Literaturas Hispano-americanas,Especialização,11
2020,1,,,Literaturas Portuguesa e Africanas,Especialização,15
2020,1,,,Lógica e Metafísica,Doutorado,6
2020,1,,,Lógica e Metafísica,Mestrado,4
2020,1,,,Matemática,Doutorado,8
2011,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,16
2020,1,,,Matemática,Mestrado,13
2011,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,12
2020,1,,,MBA - Liderança e Gestão de Pessoas,Especialização,3
2020,1,,,MBA em Engenharia de Manutenção,Especialização,21
2012,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,10
2020,1,,,Medicina (Anatomia Patológica),Doutorado,2
2020,1,,,Medicina (Anatomia Patológica),Mestrado,4
2020,1,,,Medicina (Cardiologia),Doutorado,2
2020,1,,,Medicina (Cardiologia),Mestrado,2
2020,1,,,Medicina (Doenças Infecciosas e Parasitárias),Doutorado,2
2020,1,,,Medicina (Doenças Infecciosas e Parasitárias),Mestrado,1
2020,1,,,Medicina (Endocrinologia),Doutorado,1
2020,1,,,Medicina (Endocrinologia),Mestrado,4
2020,1,,,Medicina (Radiologia),Doutorado,3
2020,1,,,Medicina (Radiologia),Mestrado,5
2013,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,5
2013,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,5
2020,1,,,Meteorologia,Mestrado,21
2020,1,,,Mídias Criativas,Mestrado Profissional,21
2020,1,,,Musculação e Treinamento de Força,Especialização,69
2020,1,,,Música,Mestrado Profissional,20
2014,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,11
2014,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,8
2015,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,9
2015,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,7
2016,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,12
2016,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,8
2017,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,10
2017,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,11
2018,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,10
2018,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,Teoria da Dança,Graduação,10
